Region,Animal species,Production system,Commodity,Emission Intensity (kg CO2e per kg protein),Production (kg protein),Total GHG emissions (kg CO2e),Total CO2 emissions (kg CO2e),Total CH4 emissions (kg CO2e),Total N2O emissions (kg CO2e),"Feed, CO2 (kg CO2e)","Feed, CH4 (kg CO2e)","Feed: fertilizer & crop residues, N2O (kg CO2e)","Feed: applied & deposited manure, N2O (kg CO2e)","LUC: soy & palm, CO2 (kg CO2e)","LUC: pasture expansion, CO2 (kg CO2e)","Enteric fermentation, CH4 (kg CO2e)","Manure management, CH4 (kg CO2e)","Manure management, N2O (kg CO2e)","Direct energy, CO2 (kg CO2e)","Indirect energy, CO2 (kg CO2e)","Postfarm, CO2 (kg CO2e)"
Global,Buffaloes,Aggregated,Aggregated,179.4,3987894551.00,715385520893.00,118499504340.00,441492764987.00,155393251567.00,79808171120.00,,51766613694.00,69403251485.00,2087726731.00,,432505454953.00,8987310034.00,34223386388.00,4334879433.00,260006163.00,32008720893.00
Global,Buffaloes,Aggregated,Milk,139.7,3389287872.00,473539889274.00,91504442108.00,281024274232.00,101011172934.00,53836633242.00,,31213310150.00,47984230396.00,1820641466.00,,275450634270.00,5573639962.00,21813632388.00,3841924493.00,108562433.00,31896680474.00
Global,Buffaloes,Aggregated,Meat,404,598606679.00,241845631620.00,26995062232.00,160468490755.00,54382078633.00,25971537877.00,,20553303544.00,21419021089.00,267085265.00,,157054820683.00,3413670072.00,12409754000.00,492954940.00,151443730.00,112040419.00
Global,Buffaloes,Grassland systems,Aggregated,219.8,584320530.00,128414308569.00,19047318465.00,78256265233.00,31110724871.00,14250332296.00,,9849314542.00,17146235898.00,96863333.00,,76594377901.00,1661887332.00,4115174431.00,528954625.00,47314969.00,4123853242.00
Global,Buffaloes,Grassland systems,Milk,159.7,459117065.00,73317844988.00,13052689290.00,44194943331.00,16070212366.00,8467858858.00,,4265273745.00,9836342625.00,32689049.00,,43260205374.00,934737957.00,1968595996.00,448788712.00,15062349.00,4088290322.00
Global,Buffaloes,Grassland systems,Meat,440.1,125203465.00,55096463581.00,5994629174.00,34061321902.00,15040512505.00,5782473438.00,,5584040797.00,7309893273.00,64174284.00,,33334172527.00,727149375.00,2146578435.00,80165913.00,32252620.00,35562919.00
Global,Buffaloes,Mixed systems,Aggregated,172.5,3403574021.00,586971212325.00,99452185875.00,363236499754.00,124282526696.00,65557838824.00,,41917299152.00,52257015586.00,1990863398.00,,355911077052.00,7325422702.00,30108211957.00,3805924808.00,212691194.00,27884867651.00
Global,Buffaloes,Mixed systems,Milk,136.6,2930170806.00,400222044286.00,78451752818.00,236829330901.00,84940960568.00,45368774384.00,,26948036404.00,38147887771.00,1787952417.00,,232190428896.00,4638902005.00,19845036392.00,3393135781.00,93500084.00,27808390152.00
Global,Buffaloes,Mixed systems,Meat,394.5,473403215.00,186749168039.00,21000433057.00,126407168853.00,39341566128.00,20189064440.00,,14969262748.00,14109127816.00,202910981.00,,123720648156.00,2686520697.00,10263175565.00,412789027.00,119191110.00,76477500.00
Global,Sheep,Aggregated,Aggregated,189,1596763478.00,301853421580.00,31456855301.00,177206801015.00,93189765265.00,23797565261.00,,12181467643.00,74445678385.00,517590484.00,,171899862136.00,5306938879.00,6562619237.00,2168222508.00,1921312155.00,3052164892.00
Global,Sheep,Aggregated,Milk,164.9,523041669.00,86270072882.00,8876014095.00,47845777422.00,29548281365.00,6960754365.00,,3144107933.00,23915590099.00,271214827.00,,46514710456.00,1331066966.00,2488583333.00,23633410.00,1260575243.00,359836250.00
Global,Sheep,Aggregated,Meat,200.8,1073721810.00,215583348698.00,22580841206.00,129361023593.00,63641483900.00,16836810896.00,,9037359710.00,50530088285.00,246375657.00,,125385151680.00,3975871913.00,4074035904.00,2144589098.00,660736912.00,2692328643.00
Global,Sheep,Grassland systems,Aggregated,236.7,754246615.00,178542960153.00,17369196683.00,90391510842.00,70782252628.00,14038772212.00,,6223727155.00,61026335354.00,169923675.00,,87799668175.00,2591842667.00,3532190120.00,1004607454.00,770778571.00,1385114772.00
Global,Sheep,Grassland systems,Milk,221.9,241098657.00,53497985402.00,4814755760.00,24637302939.00,24045926703.00,4101423062.00,,1524709439.00,21291855870.00,76734063.00,,23959934299.00,677368640.00,1229361395.00,8263493.00,473578306.00,154756836.00
Global,Sheep,Grassland systems,Meat,243.7,513147958.00,125044974751.00,12554440923.00,65754207903.00,46736325925.00,9937349150.00,,4699017716.00,39734479484.00,93189612.00,,63839733876.00,1914474027.00,2302828725.00,996343961.00,297200265.00,1230357936.00
Global,Sheep,Mixed systems,Aggregated,146.4,842516863.00,123310461428.00,14087658618.00,86815290173.00,22407512637.00,9758793050.00,,5957740489.00,13419343031.00,347666809.00,,84100193961.00,2715096212.00,3030429117.00,1163615054.00,1150533585.00,1667050120.00
Global,Sheep,Mixed systems,Milk,116.2,281943012.00,32772087480.00,4061258335.00,23208474483.00,5502354662.00,2859331303.00,,1619398495.00,2623734230.00,194480764.00,,22554776157.00,653698326.00,1259221938.00,15369916.00,786996937.00,205079413.00
Global,Sheep,Mixed systems,Meat,161.5,560573851.00,90538373947.00,10026400283.00,63606815690.00,16905157974.00,6899461746.00,,4338341994.00,10795608801.00,153186044.00,,61545417804.00,2061397886.00,1771207179.00,1148245138.00,363536647.00,1461970707.00
Global,Goats,Aggregated,Aggregated,171.8,1284245384.00,220571561481.00,26116769969.00,147075913997.00,47378877515.00,21588000997.00,,10319733918.00,32823507375.00,150561118.00,,140305826853.00,6770087144.00,4235636222.00,1161923938.00,1802552248.00,1413731669.00
Global,Goats,Aggregated,Milk,130.7,540428584.00,70644294542.00,7896848252.00,46789323442.00,15958122847.00,6345573862.00,,2613421554.00,11722706342.00,117949263.00,,44672034291.00,2117289152.00,1621994951.00,14030468.00,1105588034.00,313706625.00
Global,Goats,Aggregated,Meat,201.6,743816800.00,149927266939.00,18219921717.00,100286590554.00,31420754668.00,15242427135.00,,7706312363.00,21100801033.00,32611855.00,,95633792562.00,4652797992.00,2613641271.00,1147893470.00,696964213.00,1100025044.00
Global,Goats,Grassland systems,Aggregated,199.4,470376637.00,93777820107.00,8975791733.00,58300281183.00,26501747191.00,7263462499.00,,3361101268.00,21253796821.00,54928434.00,,56064729294.00,2235551889.00,1886849103.00,458156082.00,575901624.00,623343095.00
Global,Goats,Grassland systems,Milk,165.8,175841857.00,29155757209.00,2231533940.00,17052927041.00,9871296228.00,1718929272.00,,703976050.00,8453625199.00,40086591.00,,16436048763.00,616878278.00,713694979.00,5359060.00,312011493.00,155147523.00
Global,Goats,Grassland systems,Meat,219.4,294534780.00,64622062898.00,6744257793.00,41247354142.00,16630450963.00,5544533226.00,,2657125218.00,12800171622.00,14841843.00,,39628680531.00,1618673611.00,1173154123.00,452797022.00,263890131.00,468195571.00
Global,Goats,Mixed systems,Aggregated,155.8,813868747.00,126793741374.00,17140978237.00,88775632814.00,20877130324.00,14324538498.00,,6958632650.00,11569710555.00,95632684.00,,84241097559.00,4534535255.00,2348787119.00,703767856.00,1226650624.00,790388574.00
Global,Goats,Mixed systems,Milk,113.8,364586727.00,41488537332.00,5665314312.00,29736396401.00,6086826620.00,4626644589.00,,1909445505.00,3269081144.00,77862672.00,,28235985528.00,1500410873.00,908299971.00,8671408.00,793576541.00,158559102.00
Global,Goats,Mixed systems,Meat,189.9,449282020.00,85305204042.00,11475663925.00,59039236413.00,14790303704.00,9697893909.00,,5049187145.00,8300629411.00,17770012.00,,56005112031.00,3034124382.00,1440487148.00,695096449.00,433074083.00,631829472.00
Global,Pigs,Aggregated,Meat,55,14884881272.00,819314670113.00,373857543803.00,254317745525.00,191139380785.00,229650588157.00,34276874275.00,100502855441.00,34780694008.00,88104131912.00,,29861285410.00,190179585840.00,55855831336.00,17325384814.00,3849906742.00,34927532177.00
Global,Pigs,Backyard systems,Meat,50.6,3898979871.00,197126513374.00,43509229132.00,93500590928.00,60116693314.00,43350038940.00,11174847295.00,26982707941.00,5867641714.00,,,12235522329.00,70090221303.00,27266343658.00,,159190193.00,
Global,Pigs,Intermediate systems,Meat,69.1,2620556683.00,180969912085.00,84350086389.00,57765054810.00,38854770886.00,57788263342.00,16224535644.00,25225289664.00,5751042695.00,15542739207.00,,5038207637.00,36502311530.00,7878438527.00,1357180917.00,246690105.00,9415212817.00
Global,Pigs,Industrial systems,Meat,52.7,8365344718.00,441218244655.00,245998228282.00,103052099787.00,92167916585.00,128512285876.00,6877491336.00,48294857836.00,23162009599.00,72561392705.00,,12587555444.00,83587053008.00,20711049151.00,15968203897.00,3444026445.00,25512319360.00
Global,Chicken,Aggregated,Aggregated,33.8,23364080048.00,789759291183.00,548726329489.00,24213014415.00,216819947279.00,265403953489.00,3738375737.00,112274149673.00,64590528831.00,165407383245.00,,,20474638678.00,39955268775.00,55006666424.00,6144176713.00,56764149618.00
Global,Chicken,Aggregated,Eggs,31.4,9026864638.00,283467896200.00,181305219176.00,16090183487.00,86072493537.00,101424879666.00,2388483212.00,46181137843.00,19628914514.00,51237036881.00,,,13701700275.00,20262441180.00,11446930471.00,427701597.00,16768670562.00
Global,Chicken,Aggregated,Meat,35.3,14337215410.00,506291394983.00,367421110312.00,8122830929.00,130747453742.00,163979073823.00,1349892525.00,66093011829.00,44961614317.00,114170346364.00,,,6772938404.00,19692827595.00,43559735954.00,5716475116.00,39995479056.00
Global,Chicken,Backyard systems,Aggregated,30.4,962814384.00,29258163101.00,6865385749.00,4947369345.00,17445408007.00,6865385749.00,3738375737.00,4292736927.00,1300680138.00,,,,1208993608.00,11851990942.00,,,
Global,Chicken,Backyard systems,Eggs,28,708756224.00,19837080516.00,4725642167.00,3187931349.00,11923506999.00,4725642167.00,2388483212.00,2952298118.00,898162556.00,,,,799448138.00,8073046325.00,,,
Global,Chicken,Backyard systems,Meat,37.1,254058160.00,9421082585.00,2139743583.00,1759437995.00,5521901007.00,2139743583.00,1349892525.00,1340438809.00,402517581.00,,,,409545471.00,3778944617.00,,,
Global,Chicken,Layers,Aggregated,34.4,9218647724.00,316835509935.00,213320655872.00,14574444208.00,88940409856.00,116808339298.00,,52530076390.00,22039115010.00,62229763028.00,,,14574444208.00,14371218455.00,14120935560.00,583062090.00,19578555896.00
Global,Chicken,Layers,Eggs,31.7,8318108414.00,263630815684.00,176579577009.00,12902252137.00,74148986538.00,96699237499.00,,43228839726.00,18730751958.00,51237036881.00,,,12902252137.00,12189394855.00,11446930471.00,427701597.00,16768670562.00
Global,Chicken,Layers,Meat,59.1,900539310.00,53204694251.00,36741078863.00,1672192071.00,14791423318.00,20109101799.00,,9301236664.00,3308363053.00,10992726147.00,,,1672192071.00,2181823601.00,2674005089.00,155360493.00,2809885335.00
Global,Chicken,Broilers,Aggregated,33.7,13182617940.00,443665618147.00,328540287867.00,4691200863.00,110434129417.00,141730228441.00,,55451336355.00,41250733683.00,103177620217.00,,,4691200863.00,13732059378.00,40885730864.00,5561114623.00,37185593721.00
Global,Chicken,Broilers,Meat,33.7,13182617940.00,443665618147.00,328540287867.00,4691200863.00,110434129417.00,141730228441.00,,55451336355.00,41250733683.00,103177620217.00,,,4691200863.00,13732059378.00,40885730864.00,5561114623.00,37185593721.00
East Asia and Southeast Asia,Cattle,Aggregated,Aggregated,184.4,2987340129.00,550811642406.00,91772321213.00,334007020187.00,125032301006.00,75346156404.00,,37701330316.00,63482479459.00,1940060212.00,,325132989636.00,8874030552.00,23848491231.00,3757553992.00,1647682004.00,9080868601.00
East Asia and Southeast Asia,Cattle,Aggregated,Milk,77.9,1735257848.00,135245217798.00,31318144866.00,74880616750.00,29046456182.00,19247031224.00,,10026090788.00,14811861860.00,684620604.00,,72265899418.00,2614717333.00,4208503534.00,2568963173.00,279189516.00,8538340349.00
East Asia and Southeast Asia,Cattle,Aggregated,Meat,331.9,1252082280.00,415566424607.00,60454176347.00,259126403437.00,95985844824.00,56099125180.00,,27675239529.00,48670617599.00,1255439608.00,,252867090218.00,6259313219.00,19639987696.00,1188590819.00,1368492488.00,542528252.00
East Asia and Southeast Asia,Cattle,Grassland systems,Aggregated,187.1,1054486254.00,197313294857.00,27429558208.00,113746228525.00,56137508124.00,21550034666.00,,9651029155.00,44244036736.00,235175594.00,,111189198878.00,2557029647.00,2242442234.00,1312845683.00,279683846.00,4051818419.00
East Asia and Southeast Asia,Cattle,Grassland systems,Milk,76.1,767294817.00,58408628931.00,11743257786.00,31368334268.00,15297036877.00,6590157040.00,,3048981997.00,11639927230.00,123194131.00,,30352236212.00,1016098057.00,608127650.00,1082207924.00,54932607.00,3892766085.00
East Asia and Southeast Asia,Cattle,Grassland systems,Meat,483.7,287191437.00,138904665926.00,15686300421.00,82377894257.00,40840471248.00,14959877626.00,,6602047158.00,32604109506.00,111981464.00,,80836962666.00,1540931590.00,1634314583.00,230637759.00,224751240.00,159052334.00
East Asia and Southeast Asia,Cattle,Mixed systems,Aggregated,189.2,1688002161.00,319406066040.00,55835134781.00,206033833176.00,57537098083.00,46055864332.00,,23634374167.00,14833560701.00,1586724023.00,,200057743933.00,5976089243.00,19069163215.00,2220248475.00,1063704094.00,4908593856.00
East Asia and Southeast Asia,Cattle,Mixed systems,Milk,79.4,967963031.00,76836588867.00,19574887080.00,43512282482.00,13749419305.00,12656874185.00,,6977108791.00,3171934630.00,561426473.00,,41913663206.00,1598619276.00,3600375884.00,1486755249.00,224256909.00,4645574264.00
East Asia and Southeast Asia,Cattle,Mixed systems,Meat,336.9,720039130.00,242569477173.00,36260247701.00,162521550694.00,43787678778.00,33398990148.00,,16657265376.00,11661626071.00,1025297550.00,,158144080727.00,4377469967.00,15468787331.00,733493226.00,839447185.00,263019592.00
East Asia and Southeast Asia,Cattle,Feedlots,Aggregated,139.2,244851714.00,34092281509.00,8507628224.00,14226958487.00,11357694798.00,7740257406.00,,4415926994.00,4404882022.00,118160594.00,,13886046825.00,340911661.00,2536885782.00,224459834.00,304294063.00,120456326.00
East Asia and Southeast Asia,Cattle,Feedlots,Meat,139.2,244851714.00,34092281509.00,8507628224.00,14226958487.00,11357694798.00,7740257406.00,,4415926994.00,4404882022.00,118160594.00,,13886046825.00,340911661.00,2536885782.00,224459834.00,304294063.00,120456326.00
East Asia and Southeast Asia,Buffaloes,Aggregated,Aggregated,389.5,251580533.00,97984094272.00,13565375587.00,65249079614.00,19169639071.00,11931916785.00,,5186009937.00,6452513492.00,11107425.00,,63739501387.00,1509578227.00,7531115643.00,249283934.00,72088109.00,1300979335.00
East Asia and Southeast Asia,Buffaloes,Aggregated,Milk,252.8,137733875.00,34820827373.00,5868770663.00,22240813356.00,6711243354.00,4414131589.00,,1781542346.00,2405104271.00,,,21742376263.00,498437093.00,2524596738.00,157236075.00,16983903.00,1280419096.00
East Asia and Southeast Asia,Buffaloes,Aggregated,Meat,554.8,113846658.00,63163266899.00,7696604925.00,43008266259.00,12458395716.00,7517785195.00,,3404467591.00,4047409221.00,11107425.00,,41997125124.00,1011141135.00,5006518905.00,92047859.00,55104206.00,20560239.00
East Asia and Southeast Asia,Buffaloes,Grassland systems,Aggregated,367.2,100233366.00,36806566339.00,5192328995.00,24227595970.00,7386641374.00,4539129346.00,,1937883417.00,2825498672.00,886751.00,,23712055166.00,515540804.00,2623259285.00,85086155.00,19065654.00,548161089.00
East Asia and Southeast Asia,Buffaloes,Grassland systems,Milk,257,57610087.00,14803406312.00,2540631045.00,9398881619.00,2863893648.00,1937709811.00,,773857050.00,1086060874.00,,,9204323843.00,194557776.00,1003975724.00,57309559.00,4995451.00,540616224.00
East Asia and Southeast Asia,Buffaloes,Grassland systems,Meat,516.2,42623279.00,22003160027.00,2651697950.00,14828714351.00,4522747726.00,2601419535.00,,1164026367.00,1739437797.00,886751.00,,14507731323.00,320983028.00,1619283561.00,27776596.00,14070202.00,7544865.00
East Asia and Southeast Asia,Buffaloes,Mixed systems,Aggregated,404.2,151347167.00,61177527933.00,8373046592.00,41021483644.00,11782997697.00,7392787439.00,,3248126520.00,3627014820.00,10220674.00,,40027446222.00,994037423.00,4907856357.00,164197778.00,53022455.00,752818246.00
East Asia and Southeast Asia,Buffaloes,Mixed systems,Milk,249.8,80123788.00,20017421061.00,3328139617.00,12841931737.00,3847349707.00,2476421778.00,,1007685296.00,1319043396.00,,,12538052420.00,303879317.00,1520621014.00,99926516.00,11988452.00,739802872.00
East Asia and Southeast Asia,Buffaloes,Mixed systems,Meat,577.9,71223379.00,41160106873.00,5044906975.00,28179551908.00,7935647990.00,4916365661.00,,2240441223.00,2307971423.00,10220674.00,,27489393802.00,690158106.00,3387235343.00,64271263.00,41034004.00,13015373.00
East Asia and Southeast Asia,Sheep,Aggregated,Aggregated,165.9,277016278.00,45957212959.00,6557199911.00,24627570909.00,14772442139.00,5831854237.00,,3124515767.00,11032020013.00,11113350.00,,23951815726.00,675755183.00,615906359.00,108142528.00,338173035.00,267916760.00
East Asia and Southeast Asia,Sheep,Aggregated,Milk,125.8,151136673.00,19013574392.00,2954032207.00,10068022609.00,5991519577.00,2557011453.00,,1383441930.00,4355317178.00,10927837.00,,9806701595.00,261321013.00,252760468.00,1284266.00,269902855.00,114905796.00
East Asia and Southeast Asia,Sheep,Aggregated,Meat,214,125879605.00,26943638567.00,3603167704.00,14559548301.00,8780922562.00,3274842784.00,,1741073837.00,6676702835.00,185513.00,,14145114131.00,414434169.00,363145890.00,106858263.00,68270181.00,153010964.00
East Asia and Southeast Asia,Sheep,Grassland systems,Aggregated,200,151840649.00,30364361627.00,3771341013.00,14195243320.00,12397777294.00,3393171523.00,,1726505324.00,10319408603.00,6919.00,,13831626296.00,363617024.00,351863368.00,61506908.00,167569895.00,149085768.00
East Asia and Southeast Asia,Sheep,Grassland systems,Milk,146.5,83053787.00,12168466401.00,1590429694.00,5662750793.00,4915285913.00,1393091592.00,,711032192.00,4062471050.00,,,5525830470.00,136920323.00,141782671.00,676597.00,130416785.00,66244720.00
East Asia and Southeast Asia,Sheep,Grassland systems,Meat,264.5,68786862.00,18195895226.00,2180911319.00,8532492527.00,7482491381.00,2000079931.00,,1015473131.00,6256937553.00,6919.00,,8305795825.00,226696701.00,210080696.00,60830311.00,37153110.00,82841048.00
East Asia and Southeast Asia,Sheep,Mixed systems,Aggregated,124.6,125175629.00,15592851332.00,2785858898.00,10432327589.00,2374664845.00,2438682714.00,,1398010443.00,712611410.00,11106431.00,,10120189431.00,312138158.00,264042991.00,46635620.00,170603141.00,118830991.00
East Asia and Southeast Asia,Sheep,Mixed systems,Milk,100.5,68082886.00,6845107991.00,1363602513.00,4405271815.00,1076233663.00,1163919861.00,,672409738.00,292846129.00,10927837.00,,4280871125.00,124400690.00,110977797.00,607669.00,139486070.00,48661076.00
East Asia and Southeast Asia,Sheep,Mixed systems,Meat,153.2,57092743.00,8747743341.00,1422256385.00,6027055774.00,1298431181.00,1274762854.00,,725600705.00,419765282.00,178594.00,,5839318306.00,187737468.00,153065194.00,46027951.00,31117071.00,70169915.00
East Asia and Southeast Asia,Goats,Aggregated,Aggregated,165.4,299380579.00,49513436563.00,9096476155.00,32937892320.00,7479068088.00,7666298303.00,,4047679645.00,2607992808.00,1672410.00,,31491634008.00,1446258312.00,823395635.00,646424807.00,448110644.00,333969990.00
East Asia and Southeast Asia,Goats,Aggregated,Milk,212.2,22300134.00,4731523782.00,624820676.00,3588818789.00,517884317.00,561136044.00,,209168716.00,220160434.00,1168227.00,,3401946143.00,186872646.00,88555167.00,1373040.00,52531321.00,8612044.00
East Asia and Southeast Asia,Goats,Aggregated,Meat,161.6,277080444.00,44781912781.00,8471655478.00,29349073532.00,6961183771.00,7105162259.00,,3838510928.00,2387832374.00,504183.00,,28089687865.00,1259385666.00,734840469.00,645051767.00,395579323.00,325357946.00
East Asia and Southeast Asia,Goats,Grassland systems,Aggregated,167.9,111197592.00,18674641086.00,3350706755.00,12330285658.00,2993648674.00,2825997456.00,,1401312862.00,1264307897.00,283079.00,,11879414099.00,450871559.00,328027915.00,245960382.00,151877249.00,126588588.00
East Asia and Southeast Asia,Goats,Grassland systems,Milk,185.1,6725605.00,1245036671.00,143246483.00,965764200.00,136025988.00,126007380.00,,50615741.00,59643142.00,137310.00,,928989935.00,36774265.00,25767105.00,511529.00,13373576.00,3216687.00
East Asia and Southeast Asia,Goats,Grassland systems,Meat,166.8,104471987.00,17429604415.00,3207460272.00,11364521458.00,2857622686.00,2699990076.00,,1350697121.00,1204664755.00,145769.00,,10950424164.00,414097294.00,302260809.00,245448853.00,138503673.00,123371901.00
East Asia and Southeast Asia,Goats,Mixed systems,Aggregated,163.9,188182987.00,30838795476.00,5745769400.00,20607606662.00,4485419414.00,4840300847.00,,2646366782.00,1343684911.00,1389331.00,,19612219909.00,995386753.00,495367720.00,400464425.00,296233395.00,207381402.00
East Asia and Southeast Asia,Goats,Mixed systems,Milk,223.9,15574529.00,3486487110.00,481574193.00,2623054588.00,381858329.00,435128664.00,,158552975.00,160517292.00,1030917.00,,2472956207.00,150098381.00,62788061.00,861511.00,39157745.00,5395357.00
East Asia and Southeast Asia,Goats,Mixed systems,Meat,158.5,172608458.00,27352308366.00,5264195207.00,17984552074.00,4103561085.00,4405172183.00,,2487813807.00,1183167619.00,358414.00,,17139263702.00,845288372.00,432579659.00,399602914.00,257075650.00,201986045.00
East Asia and Southeast Asia,Pigs,Aggregated,Meat,62.8,7291823033.00,457882124724.00,194868328990.00,147771550485.00,115242245249.00,142107129287.00,31206390495.00,68691893267.00,15695758453.00,27601928496.00,,16654414817.00,99910745172.00,30854593530.00,6775203542.00,712533274.00,17671534391.00
East Asia and Southeast Asia,Pigs,Backyard systems,Meat,50.7,3087126686.00,156630595358.00,38766718797.00,67118173985.00,50745702575.00,38640373617.00,10637014907.00,24246427459.00,4721317616.00,,,9597235686.00,46883923392.00,21777957500.00,,126345181.00,
East Asia and Southeast Asia,Pigs,Intermediate systems,Meat,73.3,2087774049.00,152945683607.00,69959037304.00,50666560570.00,32320085733.00,50212563566.00,15059622794.00,22893832787.00,4459036177.00,10037432459.00,,3961148376.00,31645789400.00,4967216769.00,1081253886.00,186444443.00,8441342950.00
East Asia and Southeast Asia,Pigs,Industrial systems,Meat,70.1,2116922299.00,148305845759.00,86142572889.00,29986815929.00,32176456941.00,53254192104.00,5509752795.00,21551633021.00,6515404659.00,17564496037.00,,3096030754.00,21381032380.00,4109419261.00,5693949656.00,399743650.00,9230191441.00
East Asia and Southeast Asia,Chicken,Aggregated,Aggregated,44.9,8309232863.00,373086638392.00,256111727139.00,8618131858.00,108356779395.00,142587056870.00,2424198229.00,68768935805.00,23735674013.00,68897294599.00,,,6193933629.00,15852169577.00,20802022409.00,1056222502.00,22769130760.00
East Asia and Southeast Asia,Chicken,Aggregated,Eggs,39.8,4596888703.00,183099903695.00,123490831121.00,5694771947.00,53914300627.00,70692213480.00,1448444632.00,34587331838.00,10307560329.00,34786395764.00,,,4246327316.00,9019408460.00,7147990861.00,249953585.00,10614277431.00
East Asia and Southeast Asia,Chicken,Aggregated,Meat,51.2,3712344160.00,189986734697.00,132620896018.00,2923359911.00,54442478768.00,71894843390.00,975753597.00,34181603967.00,13428113685.00,34110898834.00,,,1947606313.00,6832761117.00,13654031548.00,806268917.00,12154853329.00
East Asia and Southeast Asia,Chicken,Backyard systems,Aggregated,47.5,312983986.00,14874502070.00,3959093362.00,2937536807.00,7977871901.00,3959093362.00,2424198229.00,2304533630.00,562724059.00,,,,513338578.00,5110614213.00,,,
East Asia and Southeast Asia,Chicken,Backyard systems,Eggs,48.8,193531400.00,9449148116.00,2580047017.00,1758638174.00,5110462924.00,2580047017.00,1448444632.00,1516914781.00,355524434.00,,,,310193543.00,3238023709.00,,,
East Asia and Southeast Asia,Chicken,Backyard systems,Meat,45.4,119452587.00,5425353954.00,1379046345.00,1178898633.00,2867408977.00,1379046345.00,975753597.00,787618849.00,207199624.00,,,,203145035.00,1872590504.00,,,
East Asia and Southeast Asia,Chicken,Layers,Aggregated,42.9,4997128629.00,214431544590.00,149484810149.00,4657322492.00,60289411949.00,84323597568.00,,41086008093.00,12071076343.00,43015388029.00,,,4657322492.00,7132327512.00,9127462136.00,348999844.00,12669362571.00
East Asia and Southeast Asia,Chicken,Layers,Eggs,39.4,4403357303.00,173650755579.00,120910784104.00,3936133773.00,48803837702.00,68112166463.00,,33070417057.00,9952035894.00,34786395764.00,,,3936133773.00,5781384751.00,7147990861.00,249953585.00,10614277431.00
East Asia and Southeast Asia,Chicken,Layers,Meat,68.7,593771326.00,40780789011.00,28574026046.00,721188719.00,11485574246.00,16211431106.00,,8015591036.00,2119040449.00,8228992265.00,,,721188719.00,1350942761.00,1979471275.00,99046260.00,2055085140.00
East Asia and Southeast Asia,Chicken,Broilers,Aggregated,47.9,2999120247.00,143780591731.00,102667823628.00,1023272559.00,40089495545.00,54304365940.00,,25378394082.00,11101873611.00,25881906569.00,,,1023272559.00,3609227852.00,11674560273.00,707222657.00,10099768189.00
East Asia and Southeast Asia,Chicken,Broilers,Meat,47.9,2999120247.00,143780591731.00,102667823628.00,1023272559.00,40089495545.00,54304365940.00,,25378394082.00,11101873611.00,25881906569.00,,,1023272559.00,3609227852.00,11674560273.00,707222657.00,10099768189.00
Eastern Europe,Cattle,Aggregated,Aggregated,58.9,1341687522.00,78958411354.00,18629226289.00,43804852180.00,16524332885.00,10028276521.00,,4739189021.00,8173150425.00,2684225466.00,,40416616163.00,3388236017.00,3611993439.00,1927301846.00,908961191.00,3080461265.00
Eastern Europe,Cattle,Aggregated,Milk,47.8,1078718913.00,51557120929.00,10778345937.00,29989697183.00,10789077808.00,5305756257.00,,2653761118.00,5995348514.00,616959754.00,,27593529899.00,2396167284.00,2139968176.00,1802999497.00,234403646.00,2818226783.00
Eastern Europe,Cattle,Aggregated,Meat,104.2,262968610.00,27401290425.00,7850880351.00,13815154997.00,5735255077.00,4722520264.00,,2085427903.00,2177801911.00,2067265712.00,,12823086264.00,992068733.00,1472025263.00,124302349.00,674557545.00,262234482.00
Eastern Europe,Cattle,Grassland systems,Aggregated,60.4,298092352.00,17994153720.00,4147967108.00,9929848078.00,3916338533.00,2330324097.00,,1132736361.00,1983660727.00,591226984.00,,9030734691.00,899113388.00,799941445.00,405828205.00,137154908.00,683432914.00
Eastern Europe,Cattle,Grassland systems,Milk,48.6,239781827.00,11642490318.00,2368212238.00,6754878405.00,2519399675.00,1226600893.00,,629153059.00,1421362140.00,101032069.00,,6123006184.00,631872221.00,468884476.00,378557502.00,36358676.00,625663096.00
Eastern Europe,Cattle,Grassland systems,Meat,108.9,58310525.00,6351663401.00,1779754870.00,3174969673.00,1396938858.00,1103723203.00,,503583303.00,562298586.00,490194915.00,,2907728506.00,267241167.00,331056969.00,27270703.00,100796232.00,57769817.00
Eastern Europe,Cattle,Mixed systems,Aggregated,58.4,1043595171.00,60964257635.00,14481259180.00,33875004102.00,12607994353.00,7697952424.00,,3606452660.00,6189489698.00,2092998482.00,,31385881472.00,2489122629.00,2812051994.00,1521473640.00,771806282.00,2397028352.00
Eastern Europe,Cattle,Mixed systems,Milk,47.6,838937086.00,39914630610.00,8410133700.00,23234818778.00,8269678133.00,4079155364.00,,2024608060.00,4573986374.00,515927685.00,,21470523715.00,1764295063.00,1671083700.00,1424441995.00,198044970.00,2192563687.00
Eastern Europe,Cattle,Mixed systems,Meat,102.9,204658085.00,21049627024.00,6071125481.00,10640185324.00,4338316219.00,3618797061.00,,1581844601.00,1615503325.00,1577070797.00,,9915357758.00,724827566.00,1140968294.00,97031645.00,573761313.00,204464665.00
Eastern Europe,Cattle,Feedlots,Aggregated,0,,,,,,,,,,,,,,,,,
Eastern Europe,Cattle,Feedlots,Meat,0,,,,,,,,,,,,,,,,,
